,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,
"RT @SpyData_: HT-WPS Breaker - High Touch WPS Breaker

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet #Atta… FALSE 0 NA 2019-03-01 10:58:48 FALSE NA ""1101436618739777536"" NA ""<a href=\""https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>"" ""ham_gretsky"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @NAPNAP: Study finds no link between #flu shot and miscarriage. https://t.co/Rv9h1EgOr3 FALSE 0 NA 2019-03-01 10:55:31 FALSE NA ""1101435792512102400"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""Edenof5"" 2 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @beatflu: Happy #StDavidsDay everyone! Stay safe this Spring by getting your #flu jab if you're at risk (there's still time!) and helpin… FALSE 0 NA 2019-03-01 10:52:42 FALSE NA ""1101435082705911813"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""ClarkAveSurgery"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Please RT: #HIRI is hiring! Jun-Prof Redmond Smyth is looking for a technical assistant. More information on… https://t.co/uCxsCGv9X7 FALSE 0 NA 2019-03-01 10:48:50 TRUE NA ""1101434112009797632"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""Helmholtz_HIRI"" 2 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Phased return to work began this week. Half days. Hit the wall yesterday morning. At home today. This is such slow… https://t.co/AqcbWpEl8a FALSE 2 NA 2019-03-01 10:48:04 TRUE NA ""1101433916504899589"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""ElisabethHobbes"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @CDCgov: We all know about #flu, but do you know the symptoms? 

Most people sick with flu will experience some or all of these symptoms… FALSE 0 NA 2019-03-01 10:42:30 FALSE NA ""1101432518069358592"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""svsaadultsoccer"" 165 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @beatflu: Happy #StDavidsDay everyone! Stay safe this Spring by getting your #flu jab if you're at risk (there's still time!) and helpin… FALSE 0 NA 2019-03-01 10:41:43 FALSE NA ""1101432318491852801"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""julie_stokes5"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @CDCFlu: The latest CDC flu forecast predicts #fluseason is likely peaking but that activity will remain elevated in the U.S. over the n… FALSE 0 NA 2019-03-01 10:40:24 FALSE NA ""1101431989218041856"" NA ""<a href=\""http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>"" ""sm_health"" 28 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @TamesideCouncil: This year’s flu vaccine has a high level of protection as confirmed by @PHE_uk.  If your child is 2 or 3 years old and… FALSE 0 NA 2019-03-01 10:34:56 FALSE NA ""1101430613415002112"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""abouttameside"" 1 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"When you are troubled by the Common Cold or the Flu you need to check out this video with All Natural Remedies to f… https://t.co/82D0hV2HuA FALSE 0 NA 2019-03-01 10:32:28 TRUE NA ""1101429992616013824"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""Homeremedie1976"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @ViraBurnayeva: A two-phase #STUDY provided new evidence supporting an association between #Thimerosal-containing #vaccines &amp; the subseq… FALSE 0 NA 2019-03-01 10:31:35 FALSE NA ""1101429772339634177"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""Convictuoso"" 11 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"@TEastNBA That is thoughtful &amp; smart! I try to teach that to my patients! When you are sick and have something some… https://t.co/g4wd7H2sjN FALSE 0 ""TEastNBA"" 2019-03-01 10:31:11 TRUE ""1101315949674852353"" ""1101429671063965696"" ""148881988"" ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""AlanPattersonMD"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @AABiologists: <U+0001F4E2>CALL FOR PAPERS DEADLINE <U+0001F5D3><U+FE0F>31 MARCH 2019<U+0001F5D3><U+FE0F>

International Advanced in Plant Virology 2019, at CREA-DC, Rome, Italy on 29… FALSE 0 NA 2019-03-01 10:29:40 FALSE NA ""1101429286903431168"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""IOBC_WPRS"" 10 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"What is Vaccination??
<U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F>
A vaccine is made from very small amounts of weak or dead germs that can cause dis… https://t.co/IcwXDug09u FALSE 0 NA 2019-03-01 10:22:48 TRUE NA ""1101427559307374597"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""anjulinursinghm"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @TH3DStudio: When we were copying the files off the @Creality3dprint Ender 5 SD card (purchased direct from Creality) our AV scanner fou… FALSE 0 NA 2019-03-01 10:16:19 FALSE NA ""1101425928209682432"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""dizingof"" 4 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @drive_eu: Influenza #vaccination gives rise to an adequate immune response among patients with #rheumatic conditions.

Help us increasi… FALSE 0 NA 2019-03-01 10:15:08 FALSE NA ""1101425629533270016"" NA ""<a href=\""https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>"" ""Knives_sd"" 3 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @Unbeelievable: Ways to help avoid illness when flying <U+2708><U+FE0F> --&gt;

1. Be made of plastic
2. Or try these tips:

https://t.co/7QzQHCyoq5 #Tra… FALSE 0 NA 2019-03-01 10:11:21 FALSE NA ""1101424679691137024"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""NatHealthNut"" 2 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @TH3DStudio: When we were copying the files off the @Creality3dprint Ender 5 SD card (purchased direct from Creality) our AV scanner fou… FALSE 0 NA 2019-03-01 10:08:31 FALSE NA ""1101423966630096896"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""PIY_3D"" 4 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @ViraBurnayeva: @DaveR94476809 #Mercury is still in multi-dose #Flu #vaccine - the ones that most people are exposed to.  FLUZONE, FLUVI… FALSE 0 NA 2019-03-01 10:06:14 FALSE NA ""1101423392379543552"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""Convictuoso"" 4 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @speeednet: Bit late today the omnipresent fake #DFCU phishing email. But hey better late than never.
#Birmingham #SmallBusiness #BrumHo… FALSE 0 NA 2019-03-01 10:05:30 FALSE NA ""1101423206240608261"" NA ""<a href=\""https://maltrak.com\"" rel=\""nofollow\"">Maltrak.com</a>"" ""MaltrakN"" 3 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @speeednet: Bit late today the omnipresent fake #DFCU phishing email. But hey better late than never.
#Birmingham #SmallBusiness #BrumHo… FALSE 0 NA 2019-03-01 10:02:00 FALSE NA ""1101422325189074944"" NA ""<a href=\""http://www.thesevernsigncompany.co.uk/\"" rel=\""nofollow\"">TSSC Retweeter</a>"" ""thesevernsignco"" 3 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @Unbeelievable: Ways to help avoid illness when flying <U+2708><U+FE0F> --&gt;

1. Be made of plastic
2. Or try these tips:

https://t.co/7QzQHCyoq5 #Tra… FALSE 0 NA 2019-03-01 10:01:06 FALSE NA ""1101422097019080704"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""FamilyGiggles"" 2 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Bit late today the omnipresent fake #DFCU phishing email. But hey better late than never.
#Birmingham… https://t.co/suhJbiSG7J FALSE 1 NA 2019-03-01 10:00:56 TRUE NA ""1101422055688417280"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""speeednet"" 3 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"<U+26A0><U+FE0F>NEW VIDEO <U+26A0><U+FE0F>
Catalina Hoffmann helps you to fight against the flu through nutrition <U+2B07><U+FE0F><U+2B07><U+FE0F><U+0001F959>

#flu #health… https://t.co/UhbMLhOMbO FALSE 2 NA 2019-03-01 10:00:11 TRUE NA ""1101421867125100546"" NA ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"" ""ForeverYoung_In"" 1 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"#Flu #PCR being used beyond guidelines in India. RT-PCR testing is recommended only in category 3 suspected cases b… https://t.co/22kFPDHVhy FALSE 0 NA 2019-03-01 09:57:22 TRUE NA ""1101421161018056706"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""IntrustQMS"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @JanGoesWriting: All it took was one person not following protocol. Bringing along their collection of music on a single, insignificant,… FALSE 0 NA 2019-03-01 09:53:56 FALSE NA ""1101420293451640832"" NA ""<a href=\""https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>"" ""Kymeraent"" 3 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"All it took was one person not following protocol. Bringing along their collection of music on a single, insignific… https://t.co/Ct6xblZt32 FALSE 16 NA 2019-03-01 09:52:40 TRUE NA ""1101419977154809856"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""JanGoesWriting"" 3 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Ways to help avoid illness when flying <U+2708><U+FE0F> --&gt;

1. Be made of plastic
2. Or try these tips:

https://t.co/7QzQHCyoq5… https://t.co/Xut9z2Xcxa FALSE 2 NA 2019-03-01 09:50:49 TRUE NA ""1101419509414535168"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""Unbeelievable"" 2 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @ECDC_Flu: .@WHO has now announced recommended #influenza virus strains for next season’s #vaccine for the northern hemisphere. @ECDC_EU… FALSE 0 NA 2019-03-01 09:48:53 FALSE NA ""1101419025601650690"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""GIS_gov"" 43 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @Eurosurveillanc: Interim 2018/19 #influenza #vaccine effectiveness: six European studies, October 2018 to January 2019 https://t.co/rHa… FALSE 0 NA 2019-03-01 09:48:40 FALSE NA ""1101418971436326913"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""GIS_gov"" 14 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"When we were copying the files off the @Creality3dprint Ender 5 SD card (purchased direct from Creality) our AV sca… https://t.co/pqGTKXMzOt FALSE 10 NA 2019-03-01 09:40:31 TRUE NA ""1101416921025646593"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""TH3DStudio"" 4 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @AABiologists: <U+0001F4E2>CALL FOR PAPERS DEADLINE <U+0001F5D3><U+FE0F>31 MARCH 2019<U+0001F5D3><U+FE0F>

International Advanced in Plant Virology 2019, at CREA-DC, Rome, Italy on 29… FALSE 0 NA 2019-03-01 09:34:13 FALSE NA ""1101415332479160320"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""Halford1Nigel"" 10 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"\ #CRISPR could help us protect ourselves from #Viruses like #Flu and #HIV\""",,,,,,,,,,,,,,,,,,,
(@newscientist) ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"\""Gene-edited… https://t.co/n6RgpzsQ0e"" FALSE 0 NA 2019-03-01 09:34:04 TRUE NA ""1101415297792294912"" NA ""<a href=\""https://postcron.com\"" rel=\""nofollow\"">Postcron App</a>"" ""SUSL2001"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"This year’s flu vaccine has a high level of protection as confirmed by @PHE_uk.  If your child is 2 or 3 years old… https://t.co/haJezqPY6B FALSE 1 NA 2019-03-01 09:31:02 TRUE NA ""1101414531442577408"" NA ""<a href=\""https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>"" ""TamesideCouncil"" 1 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @amna_newseng: #Flu epidemic still going strong in #Greece, with 17 new deaths in Feb. 18-24
https://t.co/qDUlD2D9XH https://t.co/TQBZ2x… FALSE 0 NA 2019-03-01 09:30:25 FALSE NA ""1101414377708810241"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""InsdataInter"" 2 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Shock rise in global measles outbreaks 'disastrous' for children UN warns https://t.co/c1nGn9jM7h… https://t.co/ZvPQsZ7HfB FALSE 1 NA 2019-03-01 09:30:10 TRUE NA ""1101414312936177665"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""HyperHygiene"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @beatflu: Happy #StDavidsDay everyone! Stay safe this Spring by getting your #flu jab if you're at risk (there's still time!) and helpin… FALSE 0 NA 2019-03-01 09:28:37 FALSE NA ""1101413926078726144"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""HywelDdaHB"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @AABiologists: <U+0001F4E2>CALL FOR PAPERS DEADLINE <U+0001F5D3><U+FE0F>31 MARCH 2019<U+0001F5D3><U+FE0F>

International Advanced in Plant Virology 2019, at CREA-DC, Rome, Italy on 29… FALSE 0 NA 2019-03-01 09:28:30 FALSE NA ""1101413893698715648"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""tayyibnaseem"" 10 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @beatflu: Happy #StDavidsDay everyone! Stay safe this Spring by getting your #flu jab if you're at risk (there's still time!) and helpin… FALSE 0 NA 2019-03-01 09:21:26 FALSE NA ""1101412117926809600"" NA ""<a href=\""https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>"" ""ABM_HSchools"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"February's Cold Freestyle!! Juu nimeamka na homa.. Check out the full video on YouTube 
Link in bio… https://t.co/UfgQEEipyZ FALSE 0 NA 2019-03-01 09:21:03 TRUE NA ""1101412019411001344"" NA ""<a href=\""http://instagram.com\"" rel=\""nofollow\"">Instagram</a>"" ""IaMtheMcee"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Happy #StDavidsDay everyone! Stay safe this Spring by getting your #flu jab if you're at risk (there's still time!)… https://t.co/QcqvE3KEEF FALSE 9 NA 2019-03-01 09:19:42 TRUE NA ""1101411679659851779"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""beatflu"" 7 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @CYBERSWINDON: Wondering what to do after schools out? #CyberSecurity #cyberthreat #drones #virus #curriculum #education #Swindon join u… FALSE 0 NA 2019-03-01 09:16:34 FALSE NA ""1101410890904154112"" NA ""<a href=\""https://www.twitter.com\"" rel=\""nofollow\"">CybazeSocial</a>"" ""CybazeSocial"" 3 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Wondering what to do after schools out? #CyberSecurity #cyberthreat #drones #virus #curriculum #education #Swindon… https://t.co/w6x4TGzavS FALSE 3 NA 2019-03-01 09:15:48 TRUE NA ""1101410699417399297"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""CYBERSWINDON"" 3 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @drive_eu: Influenza #vaccination gives rise to an adequate immune response among patients with #rheumatic conditions.

Help us increasi… FALSE 0 NA 2019-03-01 09:12:28 FALSE NA ""1101409861458374656"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""IMI_JU"" 3 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"National AI Surveillance Inception - Single sampling, testing and reporting AI surveillance in 26 provinces of Viet… https://t.co/W8RZUSLLUi FALSE 4 NA 2019-03-01 09:06:54 TRUE NA ""1101408460091011073"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""pawinpFAO"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"#FluSeason enough said. FALSE 0 NA 2019-03-01 09:04:23 FALSE NA ""1101407827548127232"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""katie_pell"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @Protein_Blend: During winter the flu always seems to pop up at the most inopportune time.

So you have to try to take care of your immu… FALSE 0 NA 2019-03-01 09:04:22 FALSE NA ""1101407820921004032"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""Troy_Spro"" 2 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Another thing you don't know about me... I started making #jewellery to fill a huge gap in my life when my mum deve… https://t.co/KNKFrRgVOW FALSE 1 NA 2019-03-01 09:02:56 TRUE NA ""1101407459879645184"" NA ""<a href=\""https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>"" ""EmpoweredCrysta"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @amiluu_scribble: I had a fun time working on this commission for @FrontYoungMinds 
https://t.co/4vWcCQD2sV 
Make sure to check out this… FALSE 0 NA 2019-03-01 09:02:26 FALSE NA ""1101407334931333120"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""5312_lab"" 1 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Influenza #vaccination gives rise to an adequate immune response among patients with #rheumatic conditions.

Help u… https://t.co/LegudFBUMQ FALSE 5 NA 2019-03-01 09:01:06 TRUE NA ""1101406999269556224"" NA ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"" ""drive_eu"" 3 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Co-circulation of #influenza A(H1N1)pdm09 and influenza A(H3N2) viruses in the World Health Organization (WHO) Euro… https://t.co/40C45M2CHw FALSE 0 NA 2019-03-01 09:00:31 TRUE NA ""1101406852263411712"" NA ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"" ""Eurosurveillanc"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"#Flu is not over yet and is striking strongly in France. Remind your patients at risk to get the #flushot and to be… https://t.co/GuPiWTyHuq FALSE 0 NA 2019-03-01 09:00:00 TRUE NA ""1101406724009783296"" NA ""<a href=\""https://ads-api.twitter.com\"" rel=\""nofollow\"">Twitter Ads Composer</a>"" ""connectingnurse"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"A Fuller Perspective: The Attack of the W1i1 Virus https://t.co/lrZYSOYm8n #SciFiFri #virus FALSE 1 NA 2019-03-01 08:54:41 FALSE NA ""1101405383095189505"" NA ""<a href=\""http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>"" ""fuller_edward"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"I’m not one to advocate violence but if I were my weapon of choice would be “day care: germs”. One whiff of that an… https://t.co/FJVlRe3bfh FALSE 1 NA 2019-03-01 08:52:25 TRUE NA ""1101404816083828736"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""Bell_Glasson"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Blue Dog #NewsAlert from The New York Times  @nytimes
'An Ebola outbreak in Congo has killed 553 people so far'… https://t.co/CEzOmsJ8yc FALSE 1 NA 2019-03-01 08:52:23 TRUE NA ""1101404804939685890"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""EppleMedia"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"A #virus of willful ignorance infected a flat earth. It reseeded diseases against vaccines, and trolls put in their… https://t.co/hBeM4bWOdO FALSE 16 NA 2019-03-01 08:49:46 TRUE NA ""1101404148245975040"" NA ""<a href=\""http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>"" ""fuller_edward"" 2 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Got the flu rn and my lady didn’t believe me. So she popped me with DayQuil and told me we were going to finish our… https://t.co/cA3YLHnvgH FALSE 2 NA 2019-03-01 08:47:46 TRUE NA ""1101403644774236160"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""macauley_ryan"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @BoneJointJ: Surgeons from @HSpecialSurgery find that in #elderly #patients with #hip #fractures, early #surgery within 24 hours is inde… FALSE 0 NA 2019-03-01 08:35:40 FALSE NA ""1101400599818588165"" NA ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"" ""arcosteoporosis"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Induction of Tier 1 HIV Neutralizing Antibodies by Envelope Trimers Incorporated into a Replication Competent… https://t.co/Jr4xXRCFzM FALSE 0 NA 2019-03-01 08:31:40 TRUE NA ""1101399590681554944"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""VirusesMDPI"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Traveling is tiring, but getting sick while traveling, can ruin the trip. Here are 10 Ways to Avoid Getting Sick Wh… https://t.co/IUA970txpY FALSE 2 NA 2019-03-01 08:30:00 TRUE NA ""1101399174724157440"" NA ""<a href=\""https://buffer.com\"" rel=\""nofollow\"">Buffer</a>"" ""TravelWell4Less"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @ProDotGroup: Secure your computer from all the viruses by using our ProDot Anti-Virus key.
#virus #antivirus #OneProdot #DidYouKnow htt… FALSE 0 NA 2019-03-01 08:29:09 FALSE NA ""1101398957715013633"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""yogesh2165"" 1 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"My new favourite excuse for everything. #influenza https://t.co/8cB4UZ8ERE FALSE 0 NA 2019-03-01 08:22:58 FALSE NA ""1101397402412560389"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""EvaMenger"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @CDCFlu: CDC estimates up to 90% of seasonal flu-related deaths occur in people 65+. A recent CDC co-authored meta-analysis found high-d… FALSE 0 NA 2019-03-01 08:20:00 FALSE NA ""1101396657923481600"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""SaludHEALTHinfo"" 24 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @AABiologists: <U+0001F4E2>CALL FOR PAPERS DEADLINE <U+0001F5D3><U+FE0F>31 MARCH 2019<U+0001F5D3><U+FE0F>

International Advanced in Plant Virology 2019, at CREA-DC, Rome, Italy on 29… FALSE 0 NA 2019-03-01 08:18:39 FALSE NA ""1101396316855377920"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""Annapplbiol"" 10 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"Secure your computer from all the viruses by using our ProDot Anti-Virus key.
#virus #antivirus #OneProdot… https://t.co/RoacMjrune FALSE 2 NA 2019-03-01 08:16:27 TRUE NA ""1101395764146778112"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""ProDotGroup"" 1 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @SpyData_: HT-WPS Breaker - High Touch WPS Breaker

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet #Atta… FALSE 0 NA 2019-03-01 08:16:21 FALSE NA ""1101395738121113600"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""Abdulelaah403"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @Time2De: FACEBOOK??

No...don't know it....Oh wait...was it a great big fat VIRUS website?

#silenceofthelambs #Facebook #Facetime #Fac… FALSE 0 NA 2019-03-01 08:07:46 FALSE NA ""1101393578910236673"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""Mariam_123987"" 3 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @rtehrani: “@Napatech Accelerates Cybersecurity and Network Monitoring Applications up to 100G” https://t.co/LPweupDssh

#Cybersecurity… FALSE 0 NA 2019-03-01 08:05:35 FALSE NA ""1101393028089085953"" NA ""<a href=\""https://www.calcaware.com/\"" rel=\""nofollow\"">Calcaware</a>"" ""Calcaware"" 9 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"RT @rtehrani: “@Napatech Accelerates Cybersecurity and Network Monitoring Applications up to 100G” https://t.co/LPweupDssh

#Cybersecurity… FALSE 0 NA 2019-03-01 08:05:17 FALSE NA ""1101392953187155968"" NA ""<a href=\""https://www.facebook.com/groups/260716094423282/\"" rel=\""nofollow\"">ShadyBot</a>"" ""ShadetheDj"" 9 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
